"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"1"	"magenta4"	TRUE	0.041	5787	96	51	0.531	0.009	"GO:0005634"	"CC"	2	"nucleus"	1	"ENSG00000025156,ENSG00000034152,ENSG00000047579,ENSG00000070010,ENSG00000071462,ENSG00000087206,ENSG00000087365,ENSG00000091542,ENSG00000099840,ENSG00000100764,ENSG00000101182,ENSG00000101189,ENSG00000103035,ENSG00000104856,ENSG00000104969,ENSG00000106245,ENSG00000116273,ENSG00000116350,ENSG00000125148,ENSG00000125733,ENSG00000125775,ENSG00000125835,ENSG00000130826,ENSG00000131069,ENSG00000131876,ENSG00000133316,ENSG00000134686,ENSG00000135821,ENSG00000136718,ENSG00000140577,ENSG00000143321,ENSG00000163938,ENSG00000165233,ENSG00000165512,ENSG00000169203,ENSG00000169241,ENSG00000169714,ENSG00000172183,ENSG00000176974,ENSG00000177732,ENSG00000179262,ENSG00000181817,ENSG00000183696,ENSG00000185022,ENSG00000187193,ENSG00000187815,ENSG00000196470,ENSG00000197019,ENSG00000198156,ENSG00000198721,ENSG00000205364"	1.71060122635403
"2"	"magenta4"	TRUE	0.00278	5	96	3	0.031	0.6	"GO:0030620"	"MF"	4	"U2 snRNA binding"	1	"ENSG00000125835,ENSG00000131876,ENSG00000172183"	9.57241073443182
"3"	"magenta4"	TRUE	0.0485	30	42	3	0.071	0.1	"KEGG:00630"	"keg"	5	"Glyoxylate and dicarboxylate metabolism"	1	"ENSG00000131069,ENSG00000135821,ENSG00000176974"	NA
"4"	"magenta4"	TRUE	0.000302	666	62	16	0.258	0.024	"REAC:R-HSA-8953854"	"rea"	3	"Metabolism of RNA"	1	"ENSG00000068438,ENSG00000071462,ENSG00000087365,ENSG00000100764,ENSG00000101182,ENSG00000103035,ENSG00000106245,ENSG00000116350,ENSG00000125835,ENSG00000130826,ENSG00000131876,ENSG00000136718,ENSG00000161960,ENSG00000163938,ENSG00000174177,ENSG00000181817"	NA
"5"	"magenta4"	TRUE	0.0221	14	62	3	0.048	0.214	"REAC:R-HSA-5660526"	"rea"	1	"Response to metal ions"	1	"ENSG00000125148,ENSG00000187193,ENSG00000205364"	NA
"6"	"magenta4"	TRUE	0.0101	11	62	3	0.048	0.273	"REAC:R-HSA-5661231"	"rea"	1	"Metallothioneins bind metals"	2	"ENSG00000125148,ENSG00000187193,ENSG00000205364"	NA
"7"	"magenta"	TRUE	0.0327	3333	199	62	0.312	0.019	"GO:0031982"	"CC"	1	"vesicle"	1	"ENSG00000008438,ENSG00000013364,ENSG00000018236,ENSG00000025039,ENSG00000054179,ENSG00000064989,ENSG00000075142,ENSG00000092010,ENSG00000092820,ENSG00000100427,ENSG00000102218,ENSG00000108518,ENSG00000108774,ENSG00000110442,ENSG00000111371,ENSG00000113657,ENSG00000114204,ENSG00000116729,ENSG00000117592,ENSG00000121207,ENSG00000122359,ENSG00000123096,ENSG00000126016,ENSG00000128050,ENSG00000129151,ENSG00000134548,ENSG00000135744,ENSG00000137509,ENSG00000137942,ENSG00000138798,ENSG00000140263,ENSG00000140391,ENSG00000140450,ENSG00000143545,ENSG00000146425,ENSG00000147044,ENSG00000147065,ENSG00000147509,ENSG00000149260,ENSG00000152661,ENSG00000155366,ENSG00000155368,ENSG00000155657,ENSG00000155816,ENSG00000164647,ENSG00000165092,ENSG00000165912,ENSG00000167461,ENSG00000168710,ENSG00000169604,ENSG00000173542,ENSG00000173905,ENSG00000173926,ENSG00000183091,ENSG00000185624,ENSG00000186395,ENSG00000188404,ENSG00000204264,ENSG00000204580,ENSG00000213722,ENSG00000224389,ENSG00000239951"	2.6951949366212
"8"	"magenta"	TRUE	0.0293	20	127	4	0.031	0.2	"REAC:R-HSA-2028269"	"rea"	2	"Signaling by Hippo"	1	"ENSG00000018408,ENSG00000119139,ENSG00000126016,ENSG00000173542"	NA
"9"	"sienna3"	TRUE	0.000635	2275	168	46	0.274	0.02	"GO:0051641"	"BP"	3	"cellular localization"	1	"ENSG00000004766,ENSG00000006715,ENSG00000008294,ENSG00000011454,ENSG00000061987,ENSG00000068885,ENSG00000069248,ENSG00000070718,ENSG00000071189,ENSG00000078674,ENSG00000079785,ENSG00000089177,ENSG00000100478,ENSG00000100503,ENSG00000106477,ENSG00000108239,ENSG00000111731,ENSG00000112685,ENSG00000117475,ENSG00000124486,ENSG00000131018,ENSG00000131558,ENSG00000132182,ENSG00000133706,ENSG00000135362,ENSG00000135829,ENSG00000136631,ENSG00000136827,ENSG00000136874,ENSG00000138768,ENSG00000141367,ENSG00000147601,ENSG00000150093,ENSG00000150672,ENSG00000150753,ENSG00000151849,ENSG00000153339,ENSG00000153989,ENSG00000159082,ENSG00000163539,ENSG00000165525,ENSG00000174437,ENSG00000176658,ENSG00000185666,ENSG00000198932,ENSG00000214413"	3.24197399957096
"10"	"sienna3"	TRUE	0.0218	1721	168	35	0.208	0.02	"GO:0051649"	"BP"	3	"establishment of localization in cell"	1	"ENSG00000004766,ENSG00000006715,ENSG00000008294,ENSG00000011454,ENSG00000061987,ENSG00000068885,ENSG00000069248,ENSG00000070718,ENSG00000071189,ENSG00000078674,ENSG00000089177,ENSG00000100478,ENSG00000108239,ENSG00000111731,ENSG00000124486,ENSG00000131558,ENSG00000132182,ENSG00000133706,ENSG00000135362,ENSG00000135829,ENSG00000136631,ENSG00000136827,ENSG00000136874,ENSG00000138768,ENSG00000141367,ENSG00000150672,ENSG00000153339,ENSG00000153989,ENSG00000159082,ENSG00000163539,ENSG00000165525,ENSG00000174437,ENSG00000176658,ENSG00000185666,ENSG00000198932"	3.41602458041149
